cluster_uid,target,sources,n_source,silhouette_score,sil_gene_scores,sil_score_optimal,note,cluster_note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
8205330fcdf2,TPPP,TAF6;YY1,2,0.09353,0.12709;0.05997,False,c1,hc-inco-t-0.9208-nc-29,1.0,0.5,1.0,62.58674,24.91651,45.29802,0.53417,2.0119,0.36551,0.0,0.0,0.0
e04bd06fb702,TPPP,VPS4B;KDM4C,2,0.02768,0.06655;-0.01119,False,c1,hc-inco-t-0.9208-nc-29,0.5,0.33333,0.5,0.58101,0.0,1.3747,0.22772,0.8037,0.18482,0.0,0.0,0.0
92b34568409a,TPPP,NOC2L;ZNF675,2,0.11454,0.19211;0.03697,False,c1,hc-inco-t-0.9208-nc-29,0.33333,0.33333,0.5,0.0,0.0,0.70739,0.42418,1.37253,0.32756,0.0,0.0,0.0
97cb9df37f25,TPPP,POLR3A;ZNF33A,2,0.00464,0.05397;-0.04469,False,c1,hc-inco-t-0.9208-nc-29,0.5,0.33333,0.5,1.24669,0.0,1.09263,0.34867,0.82433,0.37745,0.0,0.0,0.0
24728f159d2f,TPPP,ZBTB17;CPEB1,2,0.10844,0.12848;0.08840,False,c1,hc-inco-t-0.9208-nc-29,0.5,0.5,0.33333,0.41672,0.60093,0.0,0.36932,0.93578,0.33119,0.0,0.0,0.0
5b04df7608f6,TPPP,ZNF7;SMAP2,2,0.06224,0.08073;0.04376,False,c1,hc-inco-t-0.9208-nc-29,0.5,0.33333,0.5,0.73478,0.0,1.67212,0.40969,0.85879,0.49847,0.0,0.0,0.0
6eda83e6a230,TPPP,FOXK2;ZNF25,2,0.11779,0.16880;0.06678,False,c1,hc-inco-t-0.9208-nc-29,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.74816,1.84674,0.66939,0.0,0.0,0.0
1a2b9411e424,TPT1,MSANTD3;DUSP22;HNRNPA1,3,0.05697,0.15479;0.01219;0.00392,False,c1,hc-inco-t-0.9451-nc-18,0.44444,0.44444,0.44444,4.55659,0.37388,0.47018,0.18106,0.4579,0.22689,0.0,0.0,0.0
89e4a9cda3ea,TPT1,RPL6;RPS4X;RPS10;GTF2A2;UQCRB;AKR1A1;UBXN1;CDK2AP1;HNRNPC,9,0.25308,0.36492;0.34708;0.33923;0.28648;0.21972;0.21165;0.18187;0.16466;0.16212,True,c1,hc-inco-t-0.9451-nc-18,0.5463,0.51852,0.57407,38.02156,6.78316,32.25421,0.36192,1.0438,0.33305,0.0,0.0,0.0
5c95428475e7,TPT1,ZNF582;ZNF143,2,0.05095,0.05219;0.04971,False,c1,hc-inco-t-0.9451-nc-18,0.33333,0.5,0.5,0.0,1.14962,1.89297,0.76846,1.89533,0.70999,0.0,0.0,0.0
00261bb9cd41,TPT1,POLE4;SFT2D1,2,0.18857,0.28662;0.09052,False,c1,hc-inco-t-0.9451-nc-18,0.33333,0.33333,0.5,0.0,0.0,1.12767,0.19391,0.24147,0.276,0.0,0.0,0.0
ed02e4dfc9ab,TPT1,RNF114;CSNK2B;MBNL2,3,0.01128,0.13416;-0.00046;-0.09987,False,c1,hc-inco-t-0.9451-nc-18,0.5,0.38889,0.5,2.45785,0.64948,5.95291,0.35127,0.79021,0.37275,0.0,0.0,0.0
a5dd0323b48f,TRIR,TCEAL2;CXXC5;NMRAL1,3,0.08265,0.11988;0.07284;0.05522,False,c1,hc-inco-t-0.9145-nc-22,0.55556,0.33333,0.55556,0.16198,0.0,0.19534,0.47479,0.81845,0.54299,0.0,0.0,0.0
386eb9f46c1f,TRIR,PQBP1;SUCLG1,2,0.05304,0.08283;0.02324,False,c1,hc-inco-t-0.9145-nc-22,0.5,0.5,0.5,0.35664,0.03487,4.30796,0.16809,0.49081,0.18254,0.0,0.0,0.0
1b0f1958591d,TRIR,DRAP1;MAGOH;UBXN1;STUB1;ZNF771;ZNF580;SPAG7;USF2;VPS72;NME1,10,0.19139,0.29732;0.29140;0.22971;0.19344;0.17504;0.16640;0.15919;0.13835;0.13806;0.12494,True,c1,hc-inco-t-0.9145-nc-22,0.45185,0.39444,0.4963,4.19276,1.54287,4.58083,0.37897,1.04285,0.34555,0.0,0.0,0.0
824a59509766,TRMT112,NELFB;ZSCAN18;CTBP1,3,0.07785,0.13186;0.06631;0.03538,False,c1,hc-inco-t-0.8772-nc-14,0.5,0.38889,0.5,5.65918,0.7531,4.28943,0.39913,0.99298,0.36202,0.0,0.0,0.0
4b41339d7a11,TRMT112,GTF3A;ZBTB22,2,0.22192,0.26481;0.17902,True,c1,hc-inco-t-0.8772-nc-14,0.33333,0.33333,0.5,0.0,0.0,1.81959,0.53805,1.17462,0.53503,0.0,0.0,0.0
4b39a1ecb072,TRMT112,YWHAE;DUSP22;CPSF4,3,0.07972,0.10239;0.08218;0.05460,False,c1,hc-inco-t-0.8772-nc-14,0.44444,0.44444,0.5,8.29476,0.6396,5.90356,0.19235,0.64447,0.21171,0.0,0.0,0.0
5e333cd286e4,TRMT112,DRAP1;MAGOH;SOD1;VPS72;PSMA6;ZNF622;MRPL2;UBXN1;ECSIT;NME1;PQBP1;PRDX5;SPAG7;RAN;ZMAT2;CREB3;GTF2A2;WDR83;AKR1A1;SNRPB2,20,0.11665,0.30751;0.28578;0.27396;0.25153;0.18117;0.16327;0.14183;0.11486;0.09943;0.09058;0.08448;0.07987;0.06987;0.06485;0.05489;0.02859;0.02828;0.01872;0.01714;-0.02356,False,c1,hc-inco-t-0.8772-nc-14,0.50439,0.48509,0.50877,5.19732,9.02762,7.82028,0.34302,1.04714,0.30914,0.0,0.0,0.0
8781fda38ea5,TRMT112,TIMM44;ZNF414,2,0.07396,0.08569;0.06223,False,c1,hc-inco-t-0.8772-nc-14,0.5,0.33333,0.5,0.13552,0.0,0.34183,0.28859,0.5172,0.29366,0.0,0.0,0.0
2ff17f6ccf8b,TRMT112,GRHPR;ZNF48;STUB1,3,0.04746,0.06770;0.04474;0.02995,False,c1,hc-inco-t-0.8772-nc-14,0.44444,0.38889,0.5,1.96647,0.04194,2.49486,0.24674,0.68895,0.23654,0.0,0.0,0.0
e4ef6103a033,TRMT112,GTF2B;ZNF32,2,0.10244,0.12548;0.07940,False,c1,hc-inco-t-0.8772-nc-14,0.5,0.33333,0.5,0.90507,0.0,1.01457,0.28924,0.69285,0.32585,0.0,0.0,0.0
73b1f662ab3a,TRMT112,ZNF830;TAF7,2,0.00047,0.00612;-0.00518,False,c1,hc-inco-t-0.8772-nc-14,0.5,0.5,0.5,0.64269,0.89307,1.16029,0.35764,1.2293,0.26497,0.0,0.0,0.0
1d36a5191b1e,TRMT112,THAP11;ZNF653,2,0.1468,0.16247;0.13113,False,c1,hc-inco-t-0.8772-nc-14,1.0,0.33333,1.0,2.42771,0.0,1.37082,0.7526,1.90532,0.65032,0.0,0.0,0.0
8c6db5f02cfe,TSC22D4,ASCC1;SFT2D1,2,0.29469,0.38607;0.20330,True,c1,hc-inco-t-0.8817-nc-43,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.18289,0.22831,0.28107,0.0,0.0,0.0
d946b1e866fd,TSC22D4,ASPSCR1;GTF3C5,2,0.06416,0.11786;0.01045,False,c1,hc-inco-t-0.8817-nc-43,0.5,0.5,0.5,6.04771,0.61285,10.04349,0.29098,0.49871,0.35572,0.0,0.0,0.0
648881bc6039,TSC22D4,TP53;KLF15,2,0.03945,0.08243;-0.00353,False,c1,hc-inco-t-0.8817-nc-43,0.5,0.5,0.5,34.96591,10.03402,39.32867,0.43609,1.67016,0.34659,0.0,0.0,0.0
2eba048b6d11,TSC22D4,ZNF700;CSNK2B,2,0.0657,0.12700;0.00439,False,c1,hc-inco-t-0.8817-nc-43,0.0,0.33333,0.0,0.0,0.0,0.0,0.25792,0.61921,0.27897,0.0,0.0,0.0
74e596e3509f,TSC22D4,CDK2AP1;VAMP3,2,0.15994,0.17359;0.14628,False,c1,hc-inco-t-0.8817-nc-43,0.33333,0.5,0.33333,0.0,0.27992,0.0,0.26602,0.73485,0.27491,0.0,0.0,0.0
6965059bd103,TSPAN7,UBP1;ARX;TEF,3,0.03533,0.06875;0.05194;-0.01471,False,c1,hc-inco-t-0.8673-nc-12,0.38889,0.38889,0.38889,0.60396,0.29812,0.58063,0.73757,1.94705,0.73103,0.0,0.0,0.0
02effe1d8f78,TSPAN7,CREBL2;CTBP1,2,0.04218,0.04354;0.04082,False,c1,hc-inco-t-0.8673-nc-12,0.5,0.5,0.5,1.35984,0.7344,2.99391,0.43993,1.25881,0.37408,0.0,0.0,0.0
4d5fb4f7674e,TSPAN7,ZNF629;ZNF542P,2,0.05028,0.07189;0.02868,False,c1,hc-inco-t-0.8673-nc-12,0.0,0.0,0.0,0.0,0.0,0.0,0.79473,1.70866,0.78881,0.0,0.0,0.0
b45926aa7586,TSPAN7,XPA;PPARGC1A,2,0.03662,0.04660;0.02663,False,c1,hc-inco-t-0.8673-nc-12,0.5,0.5,0.5,2.37652,3.33187,2.32624,0.33532,1.13704,0.2776,0.0,0.0,0.0
bc06f08848c3,TSPAN7,MTA3;ZNF329,2,0.04561,0.05762;0.03360,False,c1,hc-inco-t-0.8673-nc-12,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.68521,1.70953,0.60084,0.0,0.0,0.0
a6b3f7258e96,TSPAN7,DHX36;DBP,2,0.07564,0.07929;0.07198,False,c1,hc-inco-t-0.8673-nc-12,0.5,0.33333,0.5,3.32148,0.0,1.92511,0.37422,1.25415,0.30684,0.0,0.0,0.0
0b3ae91355b8,TSPAN7,ZNF697;MESP1,2,0.0677,0.07870;0.05669,False,c1,hc-inco-t-0.8673-nc-12,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.38912,1.01907,0.38749,0.0,0.0,0.0
fa9baff94e13,TSPAN7,MAGEF1;FOXG1;HEY1;MAPK1;PRNP;UBE2K;YWHAE;RAB2A;MTHFD1;TAF9;TCEAL2;ZNF554;ZCCHC17;ENO1;NCBP2;WRNIP1;UBE2V1;PKM;APEX1;ZNF25;MRPS25;NFYC;HNRNPA0;TBPL1;TPI1;RAN;TSNAX;SNAPC5;ARNT2;RAB18;ASH2L;MRPL2;ZNF706;NNT;ILF2;ZMAT2;PSMA6;ZDHHC24;TERF2;GOT1;LHX2;SPAG7;DUSP26;THRA;ZXDB;DNTTIP1;UGP2;NR3C2,48,0.11654,0.34112;0.30946;0.30825;0.28250;0.27943;0.23719;0.23620;0.23178;0.22841;0.20940;0.19571;0.18992;0.18000;0.17388;0.17270;0.17084;0.15652;0.14965;0.14907;0.12118;0.12030;0.11793;0.11441;0.10953;0.10842;0.10648;0.09856;0.09710;0.09704;0.09595;0.08618;0.07935;0.07469;0.06647;0.05785;0.05656;0.05483;0.03084;0.02904;0.02493;0.00841;0.00620;0.00018;-0.05257;-0.06703;-0.06755;-0.07146;-0.11186,False,c1,hc-inco-t-0.8673-nc-12,0.48064,0.44112,0.49232,6.2215,5.53557,8.05502,0.34167,0.95014,0.32279,0.0,0.0,0.0
db99b7ca267e,TSPAN7,YY1;RAB7A,2,0.01992,0.02930;0.01055,False,c1,hc-inco-t-0.8673-nc-12,0.5,0.5,0.5,2.24914,0.01678,1.65148,0.23773,0.95267,0.17988,0.0,0.0,0.0
94e93f728a33,TSPAN7,ZFP1;CSNK2B,2,0.15377,0.15519;0.15235,True,c1,hc-inco-t-0.8673-nc-12,0.5,0.5,0.5,0.57625,0.76007,1.8166,0.30525,0.64935,0.31772,0.0,0.0,0.0
3ec237921bcb,TSPYL2,RBBP5;PHTF1;DDX20;ZNF324;HDAC3;ZNF461;POLR3A;FOXK2;LARP1;POLR2A;SMAP2;GIT2;PPP5C,13,0.12682,0.20017;0.17687;0.17384;0.16728;0.14440;0.14020;0.13434;0.10879;0.10462;0.09614;0.08388;0.06850;0.04958,True,c1,hc-inco-t-0.8508-nc-40,0.50214,0.44231,0.50427,7.38567,7.78499,9.29042,0.35076,0.98385,0.32894,0.0,0.0,0.0
8f9b0f293dce,TSPYL2,EWSR1;ZNF667;HNRNPA0,3,0.05427,0.10032;0.03237;0.03012,False,c1,hc-inco-t-0.8508-nc-40,0.5,0.55556,0.5,33.73932,41.18228,40.70323,0.55068,1.14457,0.50575,0.0,0.0,0.0
818b1b6d8221,TSPYL2,PTCD1;LDB1,2,0.03815,0.06362;0.01269,False,c1,hc-inco-t-0.8508-nc-40,0.5,0.33333,0.5,0.33235,0.0,1.17741,0.22024,0.63325,0.20385,0.0,0.0,0.0
dd019cc8ced0,TSPYL2,ZNF75A;UBP1;PBX2,3,0.0183,0.08687;0.04326;-0.07522,False,c1,hc-inco-t-0.8508-nc-40,0.38889,0.33333,0.38889,2.42648,0.0,3.19798,0.71722,1.77189,0.70765,0.0,0.0,0.0
3552cbda5c7a,TSPYL2,TERF2;RBFOX2,2,0.04743,0.05364;0.04122,False,c1,hc-inco-t-0.8508-nc-40,0.5,0.33333,0.5,24.5713,0.0,13.12649,0.39812,1.48779,0.25766,0.0,0.0,0.0
91a13c6b6f07,TSPYL2,NFX1;ZNF574;ZBTB49,3,0.03286,0.10064;0.00134;-0.00340,False,c1,hc-inco-t-0.8508-nc-40,0.5,0.44444,0.5,12.18153,0.66912,16.91173,0.58467,1.41731,0.55321,0.0,0.0,0.0
d0ab1b8b0794,TSPYL2,RFC3;MBD1,2,0.06646,0.11874;0.01419,False,c1,hc-inco-t-0.8508-nc-40,0.5,0.5,0.5,36.15404,0.35201,9.70949,0.48602,1.64841,0.40441,0.0,0.0,0.0
588152cada2f,TSPYL2,KDM4B;MLXIP,2,0.09991,0.14359;0.05623,False,c1,hc-inco-t-0.8508-nc-40,0.5,0.5,0.33333,27.5329,0.85409,0.0,0.24519,0.55842,0.30275,0.0,0.0,0.0
bd0705986b8d,TTC9B,PRDX5;MEIS3;SCAND1;BAD;GOT1;MYPOP;FHL2;ZNF771;EMX1;MESP1;NR2F6,11,0.14434,0.29062;0.27888;0.27118;0.18697;0.13092;0.12101;0.10412;0.10405;0.08127;0.06734;-0.04864,False,c1,hc-inco-t-0.8887-nc-12,0.40152,0.36364,0.40606,0.64997,0.54943,0.5045,0.39467,1.09175,0.37602,0.0,0.0,0.0
28fe33f24f06,TTC9B,DEAF1;NCALD,2,0.25036,0.30085;0.19988,True,c1,hc-inco-t-0.8887-nc-12,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.24132,0.53485,0.26882,0.0,0.0,0.0
deae6891e735,TTC9B,ZSCAN1;MTA3,2,0.02693,0.06910;-0.01523,False,c1,hc-inco-t-0.8887-nc-12,0.5,0.33333,0.5,0.34838,0.0,0.39523,0.65506,1.56671,0.58671,0.0,0.0,0.0
40d01ea7f34f,TTC9B,ZBTB18;GTF3A,2,0.15385,0.20766;0.10004,False,c1,hc-inco-t-0.8887-nc-12,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.48193,1.05968,0.49561,0.0,0.0,0.0
355e2c64dc84,TTYH1,EZR;OTX1;EMX2;HADHB;SOX2;NR2E1;MSI1;FEZF1;HMGB3;PRDM16;ZNF423;CYB5R1;ENO1;GLI3;GPAM;TCF7L2,16,0.20494,0.37529;0.35749;0.35022;0.34760;0.30343;0.28128;0.23514;0.22061;0.16773;0.15397;0.11219;0.10001;0.09276;0.09068;0.05794;0.03274,True,c1,hc-inco-t-0.9465-nc-7,0.4875,0.51389,0.50417,4.32557,6.11117,5.0919,0.39237,1.20572,0.35547,0.0,0.0,0.0
fd77c05d2c51,TTYH1,ID2;NRL,2,0.04382,0.06849;0.01915,False,c1,hc-inco-t-0.9465-nc-7,0.5,0.5,0.5,1.34758,1.38993,1.35905,0.44154,1.56944,0.32579,0.0,0.0,0.0
8b69a8a8ecc2,TTYH1,RFX4;DMC1;ZIC2,3,0.03739,0.11834;0.06524;-0.07142,False,c1,hc-inco-t-0.9465-nc-7,0.33333,0.44444,0.33333,0.0,1.69967,0.0,0.42699,1.04873,0.43117,0.0,0.0,0.0
87d207bb2983,TTYH1,NFIA;ID4,2,0.09262,0.13988;0.04535,False,c1,hc-inco-t-0.9465-nc-7,0.5,0.5,0.33333,0.58415,10.15313,0.0,0.54189,1.58951,0.41708,0.0,0.0,0.0
9c3e323b4e79,TUBA1A,NFE2L1;USF1,2,0.0189,0.02023;0.01758,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.5,0.5,2.67338,10.03847,1.82141,0.667,2.38626,0.55293,0.0,0.0,0.0
e5ad85bc32ea,TUBA1A,PHF1;BAX;NELFB;BRF2;TERF1,5,0.01961,0.05644;0.04666;0.02512;0.00017;-0.03034,False,c1,hc-inco-t-0.8804-nc-30,0.46667,0.51667,0.45,3.38449,6.79415,2.72789,0.34888,1.30322,0.27093,0.0,0.0,0.0
cf030b28dd65,TUBA1A,HTATIP2;GTF2F1,2,0.021,0.02340;0.01860,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.33333,0.5,1.32281,0.0,1.51719,0.2898,0.85267,0.28769,0.0,0.0,0.0
213bdc414791,TUBA1A,TERF2;METTL14,2,0.04662,0.06428;0.02896,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.5,0.5,26.10898,0.63924,23.32816,0.37752,1.74337,0.21625,0.0,0.0,0.0
432debacf43b,TUBA1A,ZDHHC24;UBXN1;NOC2L,3,0.01696,0.10888;-0.02281;-0.03518,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.33333,0.44444,2.06535,0.0,3.37514,0.22647,0.60979,0.24617,0.0,0.0,0.0
fd3a2c537fd0,TUBA1A,NMRAL1;PKM,2,0.01024,0.01502;0.00546,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.5,0.5,10.19775,4.78739,15.99013,0.40253,0.78981,0.42304,0.0,0.0,0.0
fa887d55d207,TUBA1A,ATF4;HNRNPA1,2,0.08453,0.13039;0.03867,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.5,0.5,3.36915,37.36836,5.11991,0.45547,1.82492,0.30865,0.0,0.0,0.0
b2205f603dcd,TUBA1A,RXRB;HNRNPC;HDAC2,3,0.04103,0.07077;0.06648;-0.01417,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.66667,0.66667,20.06513,13.57381,31.7089,0.42623,1.70621,0.31178,0.0,0.0,0.0
995da3883e34,TUBA1A,GTPBP1;RAN,2,0.08033,0.13901;0.02165,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.5,0.5,10.17542,1.37309,34.71782,0.3837,1.28169,0.36892,0.0,0.0,0.0
3b2ad4a189c5,TUBA1A,SNRPB2;E2F4,2,0.04363,0.05011;0.03715,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.33333,1.0,1.63323,0.0,21.03768,0.39034,1.18284,0.30561,0.0,0.0,0.0
7d917cf493dd,TUBA1A,DPF2;SND1;ILF2;TRIM28;RBM22;GRHPR;ZSCAN18;RFC2;AKR1A1;TAF7;RAB14;SSRP1;ZNF263;RUFY3,14,0.12022,0.17229;0.15622;0.14842;0.14597;0.13664;0.13386;0.13110;0.12617;0.12076;0.11676;0.10559;0.09855;0.06500;0.02581,True,c1,hc-inco-t-0.8804-nc-30,0.5348,0.45604,0.5696,14.82037,5.212,19.04159,0.33686,0.99722,0.30429,0.0,0.0,0.0
f660a4bd5fe1,TUBA1A,PROX1;CSNK2B,2,0.00892,0.02075;-0.00292,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.5,0.5,3.35526,0.29102,5.55327,0.43379,2.00079,0.29616,0.0,0.0,0.0
5f3527c9030d,TUBA1A,ZNF436;CREB3,2,0.01951,0.06430;-0.02527,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.5,0.5,1.93101,0.52817,0.66309,0.471,1.16611,0.45923,0.0,0.0,0.0
a8bfe60f2609,TUBA1A,UTP18;ZNF777,2,0.05796,0.10588;0.01004,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.33333,0.5,5.22904,0.0,5.18372,0.23785,0.53559,0.26771,0.0,0.0,0.0
3226882a3863,TUBA1A,GTF3C5;ZNF335,2,0.07772,0.08259;0.07285,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.33333,0.5,1.45971,0.0,0.62136,0.35469,0.73218,0.3928,0.0,0.0,0.0
fb1b36b9b051,TUBA1A,RBM42;SRF;DAZAP1;NUCB1,4,0.10762,0.19399;0.11796;0.06434;0.05421,False,c1,hc-inco-t-0.8804-nc-30,0.5,0.41667,0.5,2.61379,1.26758,4.65495,0.35952,0.82693,0.34342,0.0,0.0,0.0
bfca4c9f17c0,TUBA1B,DPF1;FBXL19,2,0.05831,0.06269;0.05393,False,c1,hc-inco-t-0.9042-nc-20,0.33333,0.33333,0.5,0.0,0.0,0.37926,0.61838,1.70761,0.56736,0.0,0.0,0.0
8e7858ac0439,TUBA1B,STAU2;MYPOP;TAF6;MAFG,4,0.11385,0.14307;0.12477;0.11074;0.07683,True,c1,hc-inco-t-0.9042-nc-20,0.5,0.36111,0.5,10.59333,0.03846,2.78879,0.42966,1.12028,0.40017,0.0,0.0,0.0
757eb3ecdad0,TUBA1B,MEF2C;SSBP3;TCEAL6,3,0.09102,0.12812;0.12270;0.02223,False,c1,hc-inco-t-0.9042-nc-20,0.44444,0.38889,0.16667,1.39075,1.35437,1.05891,0.38464,1.07336,0.40097,0.0,0.0,0.0
527ff65b45f3,TUBA1B,CTBP1;GOT1,2,0.00924,0.05812;-0.03963,False,c1,hc-inco-t-0.9042-nc-20,0.5,0.5,0.5,3.40386,13.98917,3.72741,0.27614,1.0417,0.20872,0.0,0.0,0.0
dc1d168535cd,TUBB,GTF2F1;GOT1;DUSP26;CTBP1;PQBP1;NELFB;SMAP2;TPI1;HMGA1;RFC2;ASH2L;ZSCAN18;RAN;ECSIT;ZNF48;UBE2V1;PSMA6;FOXK2;TAF6;USF1;MEF2D;RAB7A;TCEAL2;PSMD12,24,0.14085,0.31157;0.26977;0.26544;0.25077;0.21085;0.20488;0.20426;0.18909;0.17240;0.15576;0.15115;0.13468;0.13305;0.12556;0.10397;0.09038;0.08679;0.08665;0.07174;0.07059;0.04882;0.02806;0.02130;-0.00722,True,c1,hc-inco-t-0.8976-nc-14,0.51208,0.46105,0.51872,8.89174,5.44151,9.32209,0.36977,1.07406,0.33828,0.0,0.0,0.0
125fd7a7c50b,TUBB,SPATS2;ZMAT2;NOC2L,3,0.0509,0.13035;0.02857;-0.00622,False,c1,hc-inco-t-0.8976-nc-14,0.5,0.44444,0.5,13.31295,1.24598,15.50511,0.27453,0.5805,0.31471,0.0,0.0,0.0
1da2200987cf,TUBB,UBE2K;WRNIP1,2,0.00351,0.00364;0.00337,False,c1,hc-inco-t-0.8976-nc-14,0.5,0.5,0.5,8.07643,6.00514,10.69576,0.44059,1.24864,0.3636,0.0,0.0,0.0
7f103d35db1f,TUBB,MAFG;CSNK2B,2,0.06612,0.09144;0.04081,False,c1,hc-inco-t-0.8976-nc-14,0.5,0.5,0.5,1.76839,0.82578,2.81043,0.3514,0.89093,0.34602,0.0,0.0,0.0
7055ffb3e36a,TUBB,ZNF25;ZNF575;ZNF622,3,0.07371,0.08782;0.07306;0.06024,False,c1,hc-inco-t-0.8976-nc-14,0.33333,0.36111,0.44444,0.0,0.26812,0.754,0.63744,1.33417,0.61924,0.0,0.0,0.0
9d8a5feaeb90,TUBB,JAZF1;MRPL2;ZNF335,3,0.07582,0.10136;0.09972;0.02638,False,c1,hc-inco-t-0.8976-nc-14,0.44444,0.5,0.44444,0.22629,0.25851,0.26058,0.31994,0.80006,0.31206,0.0,0.0,0.0
870bb364dcba,TUBB,YWHAZ;NPDC1,2,0.0543,0.08556;0.02305,False,c1,hc-inco-t-0.8976-nc-14,0.5,0.33333,0.5,0.53354,0.0,0.81668,0.21377,0.3633,0.2732,0.0,0.0,0.0
60f394f19203,TUBB,HNRNPA0;ZBTB22,2,0.05828,0.09047;0.02609,False,c1,hc-inco-t-0.8976-nc-14,0.5,0.33333,0.5,0.69564,0.0,1.44027,0.41489,0.81632,0.38293,0.0,0.0,0.0
dcc4b8d3de26,TUBB,RUFY3;TAF9,2,0.08575,0.10063;0.07087,False,c1,hc-inco-t-0.8976-nc-14,0.5,0.33333,0.5,1.23036,0.0,2.97352,0.18831,0.64986,0.17594,0.0,0.0,0.0
ab0231837a8c,TUBB,ZNF282;GTPBP1,2,0.04795,0.08310;0.01280,False,c1,hc-inco-t-0.8976-nc-14,0.33333,0.33333,0.5,0.0,0.0,0.81681,0.32432,0.75696,0.28479,0.0,0.0,0.0
b88351364229,TUBB2A,WRNIP1;MESP1;SCAND1,3,0.01334,0.11425;0.04503;-0.11927,False,c1,hc-inco-t-0.906-nc-26,0.38889,0.33333,0.38889,0.18779,0.0,0.14553,0.29769,0.49045,0.36344,0.0,0.0,0.0
0c5708bdadd1,TUBB2A,SOD1;TAF9;GOT1;CTBP1;DPF1;YWHAZ;TPI1,7,0.18861,0.27447;0.20241;0.19942;0.19093;0.16638;0.16129;0.12540,False,c1,hc-inco-t-0.906-nc-26,0.61905,0.55556,0.61905,18.26188,14.6272,15.66925,0.35017,1.28308,0.27971,0.0,0.0,0.0
9925387cce82,TUBB2A,SPAG7;DDX20,2,0.03615,0.05399;0.01831,False,c1,hc-inco-t-0.906-nc-26,0.5,0.33333,0.5,1.33624,0.0,4.58866,0.35527,0.58808,0.41206,0.0,0.0,0.0
bbe631e7940f,TUBB2A,ZBTB22;ECSIT,2,0.21542,0.33599;0.09485,True,c1,hc-inco-t-0.906-nc-26,0.5,0.33333,0.5,0.69564,0.0,0.64349,0.24499,0.38576,0.32794,0.0,0.0,0.0
778ac8031ae0,TUBB2A,RAN;DUSP26,2,0.08858,0.13575;0.04140,False,c1,hc-inco-t-0.906-nc-26,0.5,0.33333,0.5,0.84783,0.0,1.29091,0.31921,0.94473,0.28804,0.0,0.0,0.0
5d18be03e9d7,TUBB2A,ASH2L;ZMAT2,2,0.0345,0.11331;-0.04430,False,c1,hc-inco-t-0.906-nc-26,0.5,0.5,0.5,18.69979,0.42653,7.35853,0.51887,1.38047,0.47005,0.0,0.0,0.0
a9097a609bd3,TUBB2A,PPP5C;ZNF335,2,0.00739,0.03771;-0.02294,False,c1,hc-inco-t-0.906-nc-26,0.5,0.5,0.5,1.35666,0.53907,2.42787,0.29722,0.76193,0.28776,0.0,0.0,0.0
38b8a8d9401e,TUBB2A,MEIS3;HMGA1;ARNTL2;CELF5,4,0.01113,0.05161;0.01844;0.00145;-0.02700,False,c1,hc-inco-t-0.906-nc-26,0.19444,0.38889,0.19444,0.20252,0.28956,0.15041,0.19677,0.50063,0.1772,0.0,0.0,0.0
e24d45ab621b,TUBB2A,MRPL1;ZNF48;JAZF1,3,0.17011,0.18151;0.17683;0.15199,False,c1,hc-inco-t-0.906-nc-26,0.5,0.38889,0.5,7.41577,0.00882,3.358,0.42447,0.83439,0.41242,0.0,0.0,0.0
a64ad8ec784b,TUBB2B,PDLIM5;BCL6;ZNF423,3,0.11695,0.21461;0.11484;0.02141,False,c1,hc-inco-t-0.9225-nc-30,0.5,0.44444,0.5,1.42003,1.03609,3.83874,0.34948,1.06608,0.31438,0.0,0.0,0.0
