uid,target,sources,n_source,silhouette_score,sil_gene_scores,sil_score_optimal,note,cluster_note
57079af81a6a,S100B,MBNL2;NKX2-8;GPD1;PQBP1;TEAD2,5,0.12839,0.21516;0.19079;0.17097;0.10055;-0.03551,False,c1,hc-inco-t-0.9257-nc-38
2cb88bf72f36,S100B,MRPL1;TEAD4,2,0.02732,0.07466;-0.02002,False,c1,hc-inco-t-0.9257-nc-38
daa475a4daf5,S100B,SNRPB2;ZNF622,2,0.0566,0.12045;-0.00726,False,c1,hc-inco-t-0.9257-nc-38
b266dc6aed08,S100B,TSC22D4;FEZ1;SFT2D1;CDK2AP1;RPL35;RPS10;VAMP3,7,0.08987,0.25210;0.17400;0.10207;0.05912;0.05531;0.04549;-0.05903,False,c1,hc-inco-t-0.9257-nc-38
59e1bce5cf14,S100B,EEF1D;VAX1,2,0.1776,0.23661;0.11860,True,c1,hc-inco-t-0.9257-nc-38
d167066b6571,SARAF,USP39;DR1;TAF7,3,0.00395,0.03497;0.02771;-0.05082,False,c1,hc-inco-t-0.921-nc-17
672359166eea,SARAF,MAGEF1;UBE2V1,2,0.01968,0.02350;0.01587,False,c1,hc-inco-t-0.921-nc-17
d01bcb63706e,SARAF,TERF1;RAB18,2,0.06498,0.06701;0.06294,False,c1,hc-inco-t-0.921-nc-17
9a2b6b31139a,SARAF,POLE3;SNAPC5;CSNK2B;TAF9;XPA;FOXG1,6,0.13286,0.24726;0.18290;0.14692;0.08432;0.08214;0.05360,False,c1,hc-inco-t-0.921-nc-17
9c8d8f755da0,SARAF,ASH2L;HDAC8,2,0.07576,0.08297;0.06854,False,c1,hc-inco-t-0.921-nc-17
251bc31b9fae,SARAF,WRNIP1;RBM22;ZNF165,3,0.03018,0.06400;0.06059;-0.03404,False,c1,hc-inco-t-0.921-nc-17
4b06098734ed,SARAF,DNTTIP1;NCBP2,2,0.04352,0.05314;0.03389,False,c1,hc-inco-t-0.921-nc-17
be6d32041c3d,SARAF,RAB7A;PRNP;APEX1;PSMA6;SUCLG1;RAN;TSN;RAB2A;ILF2;THAP11;SNRPB2;PSMC2;RAB14;GTF2B;SRP9;YWHAE;MLX;TSNAX,18,0.2261,0.38513;0.38245;0.35713;0.34884;0.34465;0.32728;0.30626;0.28643;0.25860;0.22040;0.21789;0.15926;0.15707;0.15226;0.10560;0.06787;0.03982;-0.04712,True,c1,hc-inco-t-0.921-nc-17
f66cc860c0ce,SAT1,SALL3;JUND;ELF1;ARID5A,4,0.08552,0.11236;0.11179;0.06072;0.05720,False,c1,hc-inco-t-0.8768-nc-44
9f8fa7f57b83,SAT1,ZNF460;FOSB,2,0.24384,0.25585;0.23183,False,c1,hc-inco-t-0.8768-nc-44
dd4225a260c8,SAT1,NKX3-1;CREM;ERF,3,0.0054,0.12209;-0.02006;-0.08582,False,c1,hc-inco-t-0.8768-nc-44
9497fd14fdf7,SAT1,PLAGL1;FOXJ2,2,0.06722,0.09652;0.03791,False,c1,hc-inco-t-0.8768-nc-44
84bda39fe672,SAT1,MAFF;HLX,2,0.25543,0.26739;0.24347,True,c1,hc-inco-t-0.8768-nc-44
e42515298cf7,SAT1,MXD1;HMGB2;TRAF4,3,0.03635,0.13233;0.03303;-0.05631,False,c1,hc-inco-t-0.8768-nc-44
f5970d91b0bf,SAT1,FOXP3;ILF2,2,0.17864,0.18818;0.16910,False,c1,hc-inco-t-0.8768-nc-44
66ee480bd8c1,SAT1,ESRRA;HADHB;ZNF44,3,0.15724,0.19318;0.13997;0.13858,False,c1,hc-inco-t-0.8768-nc-44
706ca2841ded,SAT1,ATF3;ZNF274;MYC;DDIT3;XBP1;JUN;NFKB2;GZF1;PRDM1;NFIL3;CEBPD;PUM3,12,0.1882,0.32080;0.26466;0.25535;0.24617;0.24110;0.18666;0.17477;0.16648;0.16108;0.12677;0.09856;0.01600,False,c1,hc-inco-t-0.8768-nc-44
0ca638757b14,SAT1,SNAI1;GTF2B,2,0.00612,0.01810;-0.00586,False,c1,hc-inco-t-0.8768-nc-44
ff2f22b9e9a5,SAT1,CRTC2;ZHX2;BCL3,3,0.05534,0.13382;0.03269;-0.00049,False,c1,hc-inco-t-0.8768-nc-44
9f02ccc0fe22,SAT1,GATA1;GATAD2A;BHLHE40;ZBTB5,4,0.02961,0.11428;0.08517;-0.03105;-0.04998,False,c1,hc-inco-t-0.8768-nc-44
5c02df4093c7,SBDS,AKR1A1;DRAP1,2,0.11421,0.16677;0.06165,False,c1,hc-inco-t-0.912-nc-12
20f2fe2c25ce,SBDS,YWHAE;ZNF581,2,0.1226,0.12301;0.12218,False,c1,hc-inco-t-0.912-nc-12
8ba8bc2b6a00,SBDS,PRNP;NCBP2,2,0.02286,0.02860;0.01712,False,c1,hc-inco-t-0.912-nc-12
679d9de9ce65,SBDS,WRNIP1;BCLAF1,2,0.0644,0.07290;0.05590,False,c1,hc-inco-t-0.912-nc-12
18f0b53b56ed,SBDS,MAGOH;ASCC1,2,0.0235,0.03578;0.01122,False,c1,hc-inco-t-0.912-nc-12
ba9a066c0e73,SBDS,ZNF136;ZNF263;MDM2;RBM22,4,0.03527,0.09995;0.04535;0.00106;-0.00528,False,c1,hc-inco-t-0.912-nc-12
11d1ae19b141,SBDS,HNRNPC;TAF7;ILF2;PSMA6;SUCLG1;USP39;POLE3;CSNK2B;TSN;HMGB1;CDC5L;RFC2;SNRPB2;GTF2A2;PSMC2;RNF114;RAB7A,17,0.18553,0.33365;0.30084;0.29290;0.29129;0.27002;0.21522;0.21317;0.18994;0.16683;0.15742;0.14897;0.14841;0.14261;0.09210;0.07217;0.06237;0.05603,True,c1,hc-inco-t-0.912-nc-12
5a40966a1f79,SCD,KDM5A;PHF2,2,0.0275,0.07390;-0.01889,False,c1,hc-inco-t-0.8959-nc-27
047511226012,SCD,ABL1;SRBD1;TGIF2;CTCF,4,0.06798,0.10110;0.06613;0.06263;0.04207,False,c1,hc-inco-t-0.8959-nc-27
0abc0481cae3,SCD,SP2;MXI1,2,0.11672,0.13341;0.10003,False,c1,hc-inco-t-0.8959-nc-27
a870ed6b17f1,SCD,ZNF260;MEIS1,2,0.06751,0.06803;0.06699,False,c1,hc-inco-t-0.8959-nc-27
32b5155159ea,SCD,MYLK;SALL1,2,0.01568,0.01814;0.01323,False,c1,hc-inco-t-0.8959-nc-27
1bd4b009a7b7,SCD,HMGXB4;ZNF664,2,0.06537,0.07107;0.05968,False,c1,hc-inco-t-0.8959-nc-27
782a56ee9628,SCD,PHF21A;HNRNPUL1;ZEB2;SOX6,4,0.05199,0.08188;0.06853;0.05361;0.00395,False,c1,hc-inco-t-0.8959-nc-27
d796eff1ded8,SCD,SREBF1;POU3F3;PARP1;ZNF24;ZBTB14;VAMP3;FEZ1;SF3B1;ZNF532;TFDP1;ZHX2;ZBTB37;RBPJ;ZNF280D;ASCC1;BPTF;NFIX;TCF12;BBX;ZKSCAN1;ZNF175,21,0.1015,0.19217;0.16357;0.15502;0.14573;0.13794;0.12424;0.12385;0.11296;0.11105;0.10539;0.10138;0.09873;0.09721;0.09191;0.09114;0.07548;0.07441;0.06695;0.04094;0.01967;0.00166,False,c1,hc-inco-t-0.8959-nc-27
011464854d03,SCD,OLIG2;HNRNPA1;PATZ1;NFYA,4,0.07174,0.16529;0.05511;0.05039;0.01619,False,c1,hc-inco-t-0.8959-nc-27
f9503e64c182,SCD,ZNF507;ZNF143,2,0.032,0.04641;0.01759,False,c1,hc-inco-t-0.8959-nc-27
5ca6c4b502d5,SCD,FIP1L1;MYBL1;E2F1;ZNF621;ZC3H7A,5,0.05996,0.14728;0.11929;0.06372;-0.01458;-0.01590,False,c1,hc-inco-t-0.8959-nc-27
1f96e77b6dc8,SCD,ZSCAN21;ZNF397,2,0.0379,0.05617;0.01962,False,c1,hc-inco-t-0.8959-nc-27
d7cc99554e5b,SCD,ZBTB5;KLF3,2,0.01158,0.02493;-0.00178,False,c1,hc-inco-t-0.8959-nc-27
afbcb1f1b835,SCD,ZNF660;SOX8;MITF,3,0.07897,0.14503;0.09890;-0.00702,False,c1,hc-inco-t-0.8959-nc-27
b9da84d8ce0e,SCD,MYEF2;METTL3,2,0.12301,0.14665;0.09937,True,c1,hc-inco-t-0.8959-nc-27
51ec30de1df3,SCD,VEZF1;MTF1,2,0.06642,0.07600;0.05684,False,c1,hc-inco-t-0.8959-nc-27
7ac0121b8f7b,SCD5,NR2E1;HNRNPUL1,2,0.11708,0.21324;0.02092,False,c1,hc-inco-t-0.8845-nc-32
a273a82c9324,SCD5,SMAD2;PATZ1;SFT2D1;ZNF610;CANX;MTHFD1;GTF2H3;NUP133;PARP1;HMGB1;SMAD4;TFAM;ASCC1;RAB14,14,0.17192,0.26303;0.25330;0.24269;0.23945;0.22462;0.16516;0.15660;0.14239;0.14106;0.12686;0.12525;0.12400;0.11859;0.08382,True,c1,hc-inco-t-0.8845-nc-32
070eaf75772b,SCD5,ILF2;SMARCA5,2,0.15636,0.23957;0.07316,False,c1,hc-inco-t-0.8845-nc-32
69005b29cb3a,SCD5,HSF2;RBBP9,2,0.05679,0.09428;0.01930,False,c1,hc-inco-t-0.8845-nc-32
d108381c9633,SCD5,ZNF107;ZNF518A,2,0.0793,0.10916;0.04944,False,c1,hc-inco-t-0.8845-nc-32
87e7455d6267,SCD5,MBTPS2;NFIA,2,0.08406,0.11557;0.05255,False,c1,hc-inco-t-0.8845-nc-32
635ad149c7c4,SCD5,AGGF1;BHLHE41,2,0.0656,0.06728;0.06392,False,c1,hc-inco-t-0.8845-nc-32
d853aff52872,SCD5,TCF7L2;METTL14,2,0.00099,0.03938;-0.03739,False,c1,hc-inco-t-0.8845-nc-32
2c7aa1cd68cc,SCD5,FOXO1;SRBD1,2,0.02218,0.03796;0.00640,False,c1,hc-inco-t-0.8845-nc-32
3fc25fbd938e,SCD5,MIOS;RBM8A,2,0.05795,0.07814;0.03776,False,c1,hc-inco-t-0.8845-nc-32
ba128ad1ae3a,SELENOW,POLE4;BAD,2,0.25835,0.29120;0.22550,False,c1,hc-inco-t-0.8978-nc-14
f09a58eab558,SELENOW,ZNF32;ETFB,2,0.13473,0.16873;0.10073,False,c1,hc-inco-t-0.8978-nc-14
8b48f79e3dd3,SELENOW,CREB3;UQCRB,2,0.13978,0.14178;0.13778,False,c1,hc-inco-t-0.8978-nc-14
0035f0168c61,SELENOW,ZNF688;GTF2A2,2,0.02288,0.15011;-0.10435,False,c1,hc-inco-t-0.8978-nc-14
383a4a293c1e,SELENOW,GTF3A;YWHAE,2,0.01303,0.08470;-0.05864,False,c1,hc-inco-t-0.8978-nc-14
138bb1eaaace,SELENOW,RPL35;RPS10,2,0.51062,0.59059;0.43065,True,c1,hc-inco-t-0.8978-nc-14
591d41a355e3,SEPTIN3,SNAPC5;ARNT2;TCEAL6;MTA3,4,0.15569,0.20336;0.18676;0.13031;0.10231,True,c1,hc-inco-t-0.9352-nc-37
b3aa9e89f122,SEPTIN3,DPF1;MAFG,2,0.00245,0.11231;-0.10741,False,c1,hc-inco-t-0.9352-nc-37
7f4af0ecff7e,SEPTIN3,CELF4;AGAP2,2,0.07316,0.10720;0.03912,False,c1,hc-inco-t-0.9352-nc-37
74b34c268f94,SEPTIN3,SREBF2;MAPK1,2,0.02172,0.18002;-0.13659,False,c1,hc-inco-t-0.9352-nc-37
80f3bb20d006,SEPTIN3,STAU2;ADARB1,2,0.1289,0.15259;0.10521,False,c1,hc-inco-t-0.9352-nc-37
008e63228cfd,SEPTIN4,POLE4;ZIC4,2,0.31344,0.39916;0.22771,True,c1,hc-inco-t-0.8573-nc-20
572623ff7dea,SEPTIN4,AVEN;VAMP3;OLIG1,3,0.16244,0.29633;0.10587;0.08513,False,c1,hc-inco-t-0.8573-nc-20
8454b8ff159a,SEPTIN4,CENPB;CFL2;E2F1;TCFL5,4,0.26682,0.36076;0.28244;0.23656;0.18751,False,c1,hc-inco-t-0.8573-nc-20
a21d6c02bf05,SEPTIN4,ZFP57;ZBTB47;ZEB2,3,0.07627,0.13184;0.08556;0.01141,False,c1,hc-inco-t-0.8573-nc-20
52f63c278de3,SEPTIN4,NAP1L1;SOX10,2,0.04876,0.13813;-0.04060,False,c1,hc-inco-t-0.8573-nc-20
9c7375b98078,SEPTIN5,EMX1;MYPOP,2,0.17737,0.25790;0.09684,False,c1,hc-inco-t-0.9364-nc-7
6a5faf7e4da5,SEPTIN5,DEAF1;MEIS3;MTA3;AGAP2,4,0.34404,0.47238;0.44845;0.27647;0.17888,True,c1,hc-inco-t-0.9364-nc-7
81a9a7839982,SEPTIN5,FBXL19;EGR3,2,0.13963,0.17156;0.10770,False,c1,hc-inco-t-0.9364-nc-7
6c2271c2fdc1,SERINC1,ZNF721;ZNF570,2,0.19934,0.29243;0.10626,True,c1,hc-inco-t-0.8728-nc-51
2118ba638c2a,SERINC1,RUFY3;TERF1,2,0.08896,0.11241;0.06550,False,c1,hc-inco-t-0.8728-nc-51
bbe2664acad2,SH3BGRL3,WRNIP1;RAN;MAGEF1,3,0.01278,0.09561;-0.01718;-0.04010,False,c1,hc-inco-t-0.8992-nc-19
f96b30b1affa,SH3BGRL3,ZNF706;MRPS25,2,0.05228,0.07436;0.03019,False,c1,hc-inco-t-0.8992-nc-19
2a7ef8e9569a,SH3BGRL3,TSN;MSANTD3,2,0.02832,0.03409;0.02255,False,c1,hc-inco-t-0.8992-nc-19
8fb4c2ee2d29,SH3BGRL3,RIOK2;PRNP;YY1;POLE3;AKR1A1,5,0.03986,0.09219;0.06737;0.03217;0.03208;-0.02451,False,c1,hc-inco-t-0.8992-nc-19
ae4dd48e93ce,SH3BGRL3,ARNTL2;CDC5L,2,0.0272,0.05406;0.00034,False,c1,hc-inco-t-0.8992-nc-19
c8628f3a3aa6,SH3BGRL3,ZNF542P;RFC2;GAR1,3,0.02819,0.07462;0.05132;-0.04137,False,c1,hc-inco-t-0.8992-nc-19
88b11b10c3f2,SH3BGRL3,TRIM69;SMAP2,2,0.01573,0.02239;0.00907,False,c1,hc-inco-t-0.8992-nc-19
12523f2e72a6,SH3BGRL3,MSRA;DRAP1;SPAG7;NME1;MRPL2;GTF3A;WDR83;YWHAE;CYCS;TPI1;ECSIT;SMUG1;PQBP1;MAGOH;VPS72;YWHAZ;GTF2B;SOD1;CREB3;UBE2V1;TCEAL2;EXOSC3;PRDX5,23,0.13904,0.27383;0.24640;0.24394;0.24257;0.23767;0.20523;0.19277;0.16927;0.16403;0.15421;0.12627;0.11587;0.11143;0.10447;0.09777;0.09769;0.08312;0.08165;0.07136;0.06011;0.05855;0.03127;0.02838,True,c1,hc-inco-t-0.8992-nc-19
66968514d0b0,SH3BGRL3,SNRPB2;RBM42;THAP11;UBXN1,4,0.05528,0.16534;0.03628;0.01231;0.00717,False,c1,hc-inco-t-0.8992-nc-19
1cfad903e37c,SH3BGRL3,DNTTIP1;BAD,2,0.00784,0.02640;-0.01071,False,c1,hc-inco-t-0.8992-nc-19
ec83d18e6565,SH3BGRL3,GOT1;ZNF511;TSNAX;UBE2K;SCAND1,5,0.01817,0.12274;0.02922;0.00919;-0.02272;-0.04756,False,c1,hc-inco-t-0.8992-nc-19
84b144f8eb82,SHISA4,ZBTB22;ENO1;GPANK1;ETFB,4,0.09258,0.14372;0.11487;0.09072;0.02100,False,c1,hc-inco-t-0.9212-nc-18
09b7192ad646,SHISA4,ID2;THRA,2,0.03294,0.05375;0.01213,False,c1,hc-inco-t-0.9212-nc-18
879494959b25,SHISA4,CREB3;STUB1,2,0.06036,0.06410;0.05662,False,c1,hc-inco-t-0.9212-nc-18
db72e13e6b4c,SHISA4,HMBOX1;XPA,2,0.1035,0.12782;0.07918,False,c1,hc-inco-t-0.9212-nc-18
2b51fe35e660,SHISA4,TPI1;POLD2,2,0.10807,0.14755;0.06859,True,c1,hc-inco-t-0.9212-nc-18
4a82be176f6a,SLC17A7,SREBF2;ZBTB7A,2,0.24617,0.25015;0.24219,False,c1,hc-inco-t-0.8651-nc-3
52f83a862369,SLC17A7,ATOH7;MEF2D,2,0.1523,0.17760;0.12699,False,c1,hc-inco-t-0.8651-nc-3
4694e52c3310,SLC17A7,MEIS3;MYPOP;MTA3;ADARB1;FHL2;CELF5;SPATS2;EMX1;ARNTL2;SMAP2;EGR3;CELF4;YWHAZ;AGAP2;DPF1;MAPK1;HLF;TEF;DEAF1,19,0.36816,0.55550;0.54434;0.48887;0.47734;0.47516;0.47010;0.46766;0.45848;0.44366;0.41541;0.41392;0.37950;0.36291;0.32622;0.24422;0.19195;0.14658;0.09239;0.04082,True,c1,hc-inco-t-0.8651-nc-3
691cbcc9cbc8,SLC1A2,GLI3;PPARA;NR2E1,3,0.47138,0.58055;0.52634;0.30726,True,c1,hc-inco-t-0.9373-nc-6
3140fa7d9f1a,SLC1A2,GPAM;RORB,2,0.28423,0.34336;0.22510,False,c1,hc-inco-t-0.9373-nc-6
64a39abfde36,SLC1A3,PPARA;PDLIM5;PAX6;MSI2;TCF7L2;PRDM16;ZNF516;TRPS1;NR2E1;EZR,10,0.18817,0.37517;0.31222;0.29142;0.24230;0.20086;0.12342;0.10598;0.09689;0.07231;0.06112,True,c1,hc-inco-t-0.8863-nc-7
eeac4a280c28,SLC1A3,NFIA;RFX4,2,0.07117,0.08136;0.06098,False,c1,hc-inco-t-0.8863-nc-7
d25edc2356bc,SLC22A17,E2F4;RUFY3,2,0.10666,0.11878;0.09455,False,c1,hc-inco-t-0.9363-nc-33
faab11b9bbbc,SLC22A17,BRF1;MEF2D,2,0.17791,0.20506;0.15076,False,c1,hc-inco-t-0.9363-nc-33
5b43e88f13c5,SLC22A17,CTBP1;ZNF777;FOXK2;ZSCAN18,4,0.19218,0.23410;0.19790;0.19569;0.14102,True,c1,hc-inco-t-0.9363-nc-33
c830a189f85d,SLC25A23,EGR3;EMX1,2,0.10384,0.11262;0.09506,False,c1,hc-inco-t-0.877-nc-11
c700a7f02789,SLC25A23,AGAP2;DEAF1;MTA3,3,0.3511,0.47927;0.37319;0.20085,True,c1,hc-inco-t-0.877-nc-11
c3b5c20c5bbc,SLC25A5,NCBP2;PTPMT1;HMGB3;PRNP;CYB5R1;XPA;APEX1;SUCLG1;ENO1;MTHFD1;ILF2;AGGF1;GTF2A2;PARP1;SPAG7;MAGEF1;GPANK1,17,0.1745,0.36967;0.34575;0.30522;0.29124;0.21964;0.21497;0.20726;0.16289;0.16161;0.12723;0.11163;0.10722;0.09709;0.09249;0.08783;0.03799;0.02673,True,c1,hc-inco-t-0.8912-nc-15
a9151d2f4402,SLC25A5,ACAA1;POLD2,2,0.02605,0.03497;0.01713,False,c1,hc-inco-t-0.8912-nc-15
dc907dd3a44c,SLC25A5,YWHAE;THAP11,2,0.05547,0.08874;0.02220,False,c1,hc-inco-t-0.8912-nc-15
34f0145976cb,SLC25A5,CSNK2B;SMAD2,2,0.0403,0.07959;0.00102,False,c1,hc-inco-t-0.8912-nc-15
2a8db682f3d0,SLC25A5,DBP;RAN,2,0.00182,0.01091;-0.00727,False,c1,hc-inco-t-0.8912-nc-15
88cd49de6d68,SMIM29,SNAPC5;PSMA6;PPARD,3,0.01268,0.11599;-0.01397;-0.06397,False,c1,hc-inco-t-0.9272-nc-26
4322157f1855,SMIM29,GAR1;NR2F6,2,0.02674,0.05761;-0.00412,False,c1,hc-inco-t-0.9272-nc-26
cce933ad2676,SMIM29,HMGA1;ZNF575;CPSF4;NR1H2;RBM42;DRAP1;C19orf25;SCAND1;RAN;SPAG7;RFC2;ECSIT;PQBP1,13,0.19491,0.30060;0.27657;0.25873;0.23438;0.22346;0.21556;0.18597;0.17766;0.17313;0.14723;0.14640;0.14193;0.05217,True,c1,hc-inco-t-0.9272-nc-26
ebe0fa06c55e,SMIM29,MRPL2;SPATS2,2,0.017,0.10984;-0.07584,False,c1,hc-inco-t-0.9272-nc-26
410327133263,SMIM29,WDR83;LSM6,2,0.05704,0.06629;0.04778,False,c1,hc-inco-t-0.9272-nc-26
3d490814a922,SMIM29,TPI1;DNTTIP1;TFE3;NELFB,4,0.07802,0.11406;0.10388;0.07067;0.02347,False,c1,hc-inco-t-0.9272-nc-26
4c68548f1be8,SMIM29,KLF16;MSRA,2,0.08856,0.09034;0.08679,False,c1,hc-inco-t-0.9272-nc-26
9b39d25104ec,SNAP25,CELF5;TCEAL6;UBP1,3,0.14542,0.21450;0.11943;0.10232,False,c1,hc-inco-t-0.8663-nc-6
4ca417fdfe0a,SNAP25,ZNF25;PQBP1,2,0.10942,0.13629;0.08255,False,c1,hc-inco-t-0.8663-nc-6
028034f8629b,SNAP25,JAZF1;YWHAZ;SPATS2;HLF;ZCCHC17;ZMAT2;DUSP26;MAPK1;TCEAL2;ADARB1;CELF4;ZNF675;GOT1;DPF1;MEF2C;UBE2K;SNAPC5;STAU2;GTF2F1;RBFOX2;UBE2V1;NME1;SMAP2;TAF9,24,0.35614,0.53145;0.51212;0.50764;0.49826;0.49166;0.46328;0.44436;0.42656;0.39360;0.37798;0.36542;0.35744;0.35128;0.35082;0.34738;0.33504;0.31876;0.27943;0.25092;0.22743;0.20126;0.18691;0.17294;0.15531,True,c1,hc-inco-t-0.8663-nc-6
2fd207aa0515,SNCB,DPF1;ZNF48;TCEAL2,3,0.01733,0.03102;0.01487;0.00611,False,c1,hc-inco-t-0.9452-nc-27
1986e8ee49c7,SNCB,HLF;SMAP2;ZCCHC17,3,0.09021,0.12474;0.10757;0.03833,False,c1,hc-inco-t-0.9452-nc-27
a68f6ce56781,SNCB,MYPOP;NME1;DUSP26;SPATS2;ATOH7;SPAG7;YWHAZ;MEIS3;MESP1,9,0.15888,0.28836;0.25971;0.20394;0.16032;0.15486;0.13025;0.11122;0.07295;0.04829,True,c1,hc-inco-t-0.9452-nc-27
9ddc21f8a262,SNCB,MTA3;ARNTL2,2,0.0411,0.07112;0.01107,False,c1,hc-inco-t-0.9452-nc-27
e54dc7ac6b4e,SNCG,MTA3;MYPOP,2,0.0719,0.07337;0.07043,False,c1,hc-inco-t-0.9057-nc-37
b96be1ac8d74,SNCG,DRAP1;ZNF821,2,0.0231,0.06307;-0.01688,False,c1,hc-inco-t-0.9057-nc-37
c0d2450e4197,SNCG,ZNF335;TCEAL6,2,0.00106,0.00327;-0.00116,False,c1,hc-inco-t-0.9057-nc-37
b9ced7cdfc02,SNCG,PQBP1;SPAG7;DPF1;ANXA11;MESP1,5,0.08073,0.13890;0.12263;0.11849;0.03221;-0.00859,False,c1,hc-inco-t-0.9057-nc-37
fb331db87869,SNCG,TCEAL2;ARNT2,2,0.0866,0.10927;0.06393,True,c1,hc-inco-t-0.9057-nc-37
c76b42342caa,SNCG,RBM42;CTBP1,2,0.00816,0.04501;-0.02868,False,c1,hc-inco-t-0.9057-nc-37
4119ca199421,SNN,THRA;ZBTB22,2,0.05404,0.09394;0.01414,False,c1,hc-inco-t-0.8963-nc-40
664c3162c315,SNN,CPSF4;MRPL2,2,0.00618,0.03629;-0.02393,False,c1,hc-inco-t-0.8963-nc-40
ca7f12fee420,SNN,CREB3;ATF2;ZNF263,3,0.05064,0.08634;0.05652;0.00905,False,c1,hc-inco-t-0.8963-nc-40
b7864b2c9a0b,SNN,YWHAE;ZCCHC17;MAGEF1;NCBP2;TIMM8A;SNAPC5;MSANTD3;SOD1;ZNF706,9,0.20626,0.26607;0.24254;0.22607;0.20373;0.20077;0.18929;0.18678;0.17661;0.16445,True,c1,hc-inco-t-0.8963-nc-40
365e02466489,SNN,SPAG7;SMUG1,2,0.02183,0.07111;-0.02746,False,c1,hc-inco-t-0.8963-nc-40
0f5a90297921,SNN,HMGB3;SMAD3,2,0.05359,0.07756;0.02962,False,c1,hc-inco-t-0.8963-nc-40
1739139e2895,SNN,UGP2;CTBP1,2,0.07936,0.11932;0.03940,False,c1,hc-inco-t-0.8963-nc-40
f53278951b4e,SNN,E2F3;UBP1;TIGD3,3,0.0408,0.10233;0.03329;-0.01323,False,c1,hc-inco-t-0.8963-nc-40
a5f7c25defda,SNRNP70,ATF6B;CXXC1,2,0.1502,0.21783;0.08256,False,c1,hc-inco-t-0.9501-nc-37
2805ef7ce9dc,SNRNP70,KMT2B;ZNF276,2,0.15336,0.16887;0.13784,True,c1,hc-inco-t-0.9501-nc-37
8cec6e3f237f,SNRNP70,DIDO1;ZNF282,2,0.02679,0.10023;-0.04665,False,c1,hc-inco-t-0.9501-nc-37
026b459ee9f8,SNTA1,ETFB;DBP,2,0.08177,0.08615;0.07739,False,c1,hc-inco-t-0.9323-nc-8
84568314788b,SNTA1,RFX2;SALL2,2,0.01907,0.02610;0.01203,False,c1,hc-inco-t-0.9323-nc-8
d24b8c4edbf7,SNTA1,ZHX3;FEZF1,2,0.06527,0.12125;0.00929,False,c1,hc-inco-t-0.9323-nc-8
42fdb95df4e1,SNTA1,NR2E1;EZR;OTX1;SOX2;EMX2;ENO1;NRL;MSI2;ID4;PRDM16;BAD;LHX2;GPAM;RFXANK;PTPMT1;HADHB;GLI2;CYB5R1;RORB;NR1H3;ZNF768,21,0.23545,0.40235;0.38222;0.32313;0.30349;0.29363;0.27422;0.26861;0.25901;0.23817;0.23386;0.22326;0.20993;0.20067;0.17930;0.17869;0.17815;0.17506;0.17476;0.16540;0.14649;0.13407,True,c1,hc-inco-t-0.9323-nc-8
9423514a11fb,SNTA1,DBX2;TCF7L1,2,0.06346,0.11795;0.00898,False,c1,hc-inco-t-0.9323-nc-8
1db5b5f0a339,SNX3,ZNF821;NME1;ATF2,3,0.01991,0.10477;-0.01230;-0.03273,False,c1,hc-inco-t-0.8906-nc-39
ae5fdce3ac53,SNX3,SOD1;YWHAE;MLX;RAN,4,0.20895,0.27095;0.24957;0.22146;0.09382,False,c1,hc-inco-t-0.8906-nc-39
94af5ae69ece,SNX3,CHURC1;ZMAT2,2,0.03586,0.07868;-0.00695,False,c1,hc-inco-t-0.8906-nc-39
014913b2cda1,SNX3,TPI1;CDC5L,2,0.08939,0.10755;0.07123,False,c1,hc-inco-t-0.8906-nc-39
844d1a2eb662,SNX3,UBE2V1;UBE2K;ZNF542P,3,0.07384,0.10966;0.06395;0.04791,False,c1,hc-inco-t-0.8906-nc-39
9092f90f7f27,SNX3,ZNF622;GTF2F1,2,0.17848,0.18013;0.17683,False,c1,hc-inco-t-0.8906-nc-39
dff347e7e2f8,SNX3,SNAPC5;ZCCHC17,2,0.22117,0.27233;0.17001,True,c1,hc-inco-t-0.8906-nc-39
722d9070d0bc,SNX3,PSMA6;MAGOH,2,0.16674,0.23342;0.10006,False,c1,hc-inco-t-0.8906-nc-39
7fee5bd29eff,SNX3,PRDM4;UGP2;RFC2,3,0.00934,0.09436;0.03349;-0.09984,False,c1,hc-inco-t-0.8906-nc-39
fd7c49ee8479,SOD1,MRPL2;TIMM8A,2,0.05006,0.09442;0.00569,False,c1,hc-inco-t-0.8889-nc-13
a2f5cd7be348,SOD1,GTF2A2;RUFY3;TCEAL6;MRPL1,4,0.27792,0.29972;0.28642;0.27535;0.25017,True,c1,hc-inco-t-0.8889-nc-13
bfb3a37da99b,SOD1,TAF9;PSMA6;YWHAE;ZNF622;RAN;GTF2B;ZMAT2;NME1;GOT1;UBE2V1;ZCCHC17;SNRPB2;VPS72;TPI1;EXOSC3;MAGOH;CYCS;POLE3;UBE2K;ECSIT;SNAPC5;TBPL1;JAZF1;PRDX5,24,0.18778,0.39011;0.37422;0.36936;0.36721;0.35754;0.31534;0.30120;0.27646;0.25869;0.21276;0.20983;0.20214;0.17349;0.16016;0.15009;0.09550;0.09070;0.07216;0.05133;0.03973;0.03562;0.03514;-0.00893;-0.02313,False,c1,hc-inco-t-0.8889-nc-13
fb4a6c77e31a,SOD1,YWHAZ;SPATS2,2,0.02676,0.03543;0.01808,False,c1,hc-inco-t-0.8889-nc-13
