uid,target,sources,n_sources,note
df9259d1ec84,RPL30,AHCTF1;APEX1;ASCC1;ASH2L;BCL3;CDC5L;CEBPD;CSNK2B;CTCF;CYB5R1;DNTTIP1;E2F6;ECSIT;EEF1D;ELF3;ENO1;ESRP1;ETS2;EWSR1;FIZ1;FOSL2;GRHPR;GTF2F1;HCLS1;HDAC2;HIRIP3;HMGB3;HNRNPA1;HNRNPC;HNRNPLL;HNRNPUL1;ID2;IRF1;JRK;JUNB;KDM5A;LSM6;MAGOH;MAPK1;METTL14;MIEF1;MRPL1;MSANTD3;MSC;NCBP2;NFE2L2;NFX1;NR1D1;NUP107;NUP133;PDS5A;PHF12;POLE3;RAB7A;RAN;RBBP5;RBFOX2;RBM42;RBPJL;RFXANK;RIOK2;RNF114;RPL6;RPS10;SETDB1;SFT2D1;SIN3A;SMAD4;SMC3;SNAI2;SNRPB2;SP2;SPAG7;SSRP1;STAT3;STAT5A;TAF1;TAGLN2;TFCP2;TRIB2;TRIM21;TRIM28;U2AF1;UBB;UBE2V1;USP39;VPS72;WRNIP1;YWHAZ;YY1;ZMAT2;ZNF16;ZNF213;ZNF37A;ZNF468;ZNF507;ZNF623;ZNF629;ZNF689;ZNF800,100,exp-coregnet_pan-tool-coregnet
731f22e8c28f,RPL32,ASCC1;BCL3;BCL6;CEBPB;CEBPD;DUSP22;EEF1D;ELF3;ELK3;EPAS1;ETS2;FOSL2;GLIS2;GTPBP6;HCLS1;HIRIP3;HMGB3;HNRNPA1;IRF1;JUNB;KDM5D;KMT2A;MDM2;NFIC;NR4A1;PHF2;RELA;RELB;RFX1;RPS10;SNAPC5;SOX18;SOX4;SPI1;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;YWHAZ;ZNF189;ZNF384;ZNF710,46,exp-coregnet_pan-tool-coregnet
97891ab4c083,RPL34,ASCC1;BCL3;BCL6;CEBPB;CEBPD;CRTC2;DUSP22;EBF4;ELF3;ELK3;EPAS1;ETS2;FOSL2;GLIS2;GTPBP6;HCLS1;HDAC1;ID1;ID2;IRF1;IRF7;JRK;JUNB;KMT2A;MBD2;METTL3;MLXIP;NCOA3;NFKB2;NR4A1;PHF2;RELB;RPL35;RPS10;SNAI1;SOX18;SOX4;SPI1;SRF;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;TRMT1;UBB;YWHAZ;ZFP62;ZGPAT;ZNF384;ZNF496;ZNF512,54,exp-coregnet_pan-tool-coregnet
1097dbfcf2c5,RPL35,ARID5A;BCL3;BCL6;CEBPB;CEBPD;CIC;CLK1;CPSF4;CREB3L1;DUS3L;DUSP22;ELF3;ERF;ETS2;FOSB;FOSL2;GLIS2;GMEB2;IRF1;IRF7;IRF9;JUNB;KDM5D;KLF2;KLF4;MAFF;NFE2L2;NFIL3;NFKB2;NR4A1;POLD2;PQBP1;RELB;RPL35;RPS10;SOX4;SRF;STAT3;TAGLN2;TEAD2;TRIB2;TRIP10;TRMT1;ZNF787,44,exp-coregnet_pan-tool-coregnet
d45581c40535,RPL35A,AKR1A1;APEX1;ARID5A;ASCC1;BCL3;BCL6;BHLHA15;CBFB;CEBPB;CEBPD;DUSP22;ECSIT;EDN1;EEF1D;ELF3;ELK3;ENO1;ETS2;EZR;FOSB;FOSL2;GTPBP6;HCLS1;HMGB3;HNRNPA1;HSF1;ID2;IRF1;IRF7;JUNB;KDM5D;KLF5;MAFB;MLX;MLXIP;NFIC;NFKB2;NR4A1;ODC1;RAN;RELA;RELB;RPL35;RPL6;RPS10;SOX18;SOX4;SPI1;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;YWHAZ;ZBTB16;ZNF189;ZNF195;ZNF384;ZNF710,62,exp-coregnet_pan-tool-coregnet
bf2a023f0667,RPL36,ANXA11;ARID5A;BCL3;BCL6;CEBPD;CIC;DUSP22;EDN1;EEF1D;ELF3;ENO1;ETS2;FOSL2;GLIS2;HNRNPA1;ID2;IRF1;IRF9;JUNB;KDM5D;NFIL3;NFKB2;NMI;RELB;SNAI1;TAGLN2;TEAD3;TEAD4;TRIB2;TRIP10;UBB;YWHAZ,32,exp-coregnet_pan-tool-coregnet
a2259b6d8f5c,RPL36A,AHDC1;AKR1A1;APEX1;ASCC1;BCL3;BCL6;CEBPD;CIC;DNTTIP1;ECSIT;EDN1;EEF1D;ELF3;ENO1;ETS2;EZR;FOSL2;FOXK2;HCLS1;HEYL;HIF1A;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KDM5D;MAFB;MSC;MYCL;NFE2L2;NFIL3;NUCB1;ODC1;PDCD11;PKM;PRDX5;PSMA6;RAN;RBM42;RBM8A;RELB;RFC2;RPL35;RPL6;RPS10;SOX4;SP2;SSRP1;STAT3;STAT6;TAGLN2;TEAD4;TRAF4;TRIB2;TRIP10;YWHAZ;ZNF189;ZNF217;ZNF598;ZNF629,61,exp-coregnet_pan-tool-coregnet
af039763940d,RPL36AL,APEX1;ASCC1;BCL3;BCL6;CEBPD;CHURC1;EEF1D;EPAS1;ETV5;EZR;FOSL2;GTF2F1;HCLS1;HNRNPA1;HSF1;ID1;ID2;ING3;KDM5D;KLF10;KLF13;MBD2;MDM2;MIOS;NAP1L1;NFIC;NMI;NR1D1;NR4A1;POLE3;RFC3;SMARCA5;SNAI2;SND1;SOX4;SPI1;SSRP1;STAT3;STAT5A;TAGLN2;TEAD1;TEAD4;TFCP2L1;TOB2;TRIM28;TRIP10;UBB;UBXN1;UGP2;UTP18;XBP1;YWHAZ;ZBTB16;ZNF33B;ZNF524;ZNF581;ZNF689;ZNF706,58,exp-coregnet_pan-tool-coregnet
f51a5d4afa3a,RPL37A,AKR1A1;ARID5A;ASCC1;ASPSCR1;BCL3;BCL6;C19orf25;CEBPB;CEBPD;CPSF4;CRTC2;CSNK2B;CXXC1;DAZAP1;DUSP22;ECSIT;EDN1;EEF1D;ETS2;EZR;FOSB;FOSL2;GPBP1L1;GRHL2;GTPBP6;HCLS1;HMGB3;HNRNPA1;HSF1;ID1;IRF1;IRF7;JUNB;KDM5D;MBD2;NELFB;NFE2L2;NFIC;NFIL3;NFKB2;NR4A1;ODC1;PHF1;PHF2;POLD2;RELB;RFXANK;RPL35;RPL6;RPS10;SCMH1;SFT2D1;SNAPC5;SOX18;SOX4;SPI1;STAT5A;STAT6;TAGLN2;TEAD3;TEAD4;TRIB2;TRIM28;TRIP10;TRMT1;UBB;YWHAZ;ZNF335;ZNF358;ZNF580;ZNF589;ZNF598;ZNF600;ZNF688,74,exp-coregnet_pan-tool-coregnet
78c2add8bb88,RPL38,ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;CIC;ECSIT;EEF1D;ELF3;ELK3;ENO1;EPAS1;ETS2;FOSB;FOSL2;HCLS1;HIF1A;HNRNPA1;ID1;ID2;IRF1;JUNB;KDM5D;MAFB;MBD2;NFE2L2;NFIC;NFIL3;NME1;NMI;NR4A1;RBPJL;RELB;RPL6;RPS10;SOX18;SOX4;SPI1;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;YWHAZ;ZNF189,49,exp-coregnet_pan-tool-coregnet
c3ba21847ac1,RPL4,APEX1;ARID5A;ASCC1;BCL3;BCL6;CEBPD;CIC;ELF3;ENO1;EPAS1;ETS2;EZR;FOSB;FOSL2;GPBP1L1;HCLS1;HIF1A;HMGB3;HNRNPA1;IRF1;JUNB;KDM5D;KLF13;LRRFIP1;MBD2;MLX;NFE2L2;NFIC;NFIL3;NR4A1;ODC1;RAN;RBM3;RPL6;RPS10;SCMH1;SFT2D1;SOX4;SSRP1;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;UBB;YWHAZ;ZBTB16;ZNF217,48,exp-coregnet_pan-tool-coregnet
f3b246429a54,RPL41,ABL1;AKR1A1;ANXA11;APEX1;ASCC1;ATF6;BCL3;BCL6;CEBPD;CENPB;CERS2;CIC;CPSF4;CREM;CSNK2B;ECSIT;EEF1D;ELF3;ENO1;EPAS1;ESRRA;ETS2;EZR;FOSL2;GLIS2;HCLS1;HMGB3;HNRNPA1;HSF1;ID2;IRF1;JUNB;KDM5D;KLF13;KLF5;LRRFIP1;MAFG;MBD2;MLX;MLXIP;NFE2L2;NFIC;NFIL3;NFKB2;NONO;NR4A1;ODC1;PHLDA2;POLR2A;RBPJL;RELA;RFC2;RPS10;SRF;SSRP1;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;TRIM28;UBB;UBXN1;XBP1;YWHAZ;ZBTB42;ZNF524;ZNF581;ZNF598,69,exp-coregnet_pan-tool-coregnet
a839cc3718d3,RPL5,ADNP2;AHCTF1;ANXA11;APEX1;ARID5A;ASCC1;ATF2;AVEN;BCL3;BCL6;BCLAF1;BDP1;CCDC25;CD59;CDC5L;CEBPD;CERS2;CHD1;CHURC1;CREBL2;CSNK2B;CTCF;CYB5R1;DHX36;DNAJC21;ECSIT;ELK1;EPAS1;FOSL2;FOXO1;GABPA;GATA6;GTF2A2;GTF2F1;HBP1;HCFC2;HCLS1;HIF1A;HMGB3;HNRNPA1;HNRNPC;HNRNPLL;HNRNPUL1;HSF1;ING3;IRF1;JUNB;KDM7A;KLF10;KLF13;KLF3;KLF5;KMT2A;MAPK1;MBD2;MED30;METTL14;MLLT10;MXI1;NAP1L1;NCOA1;NCOA2;NF1;NFE2L2;NFYB;NONO;NR1H2;NR4A1;NUP107;NUP133;PDS5A;PRDM4;RBAK;RBM7;RBM8A;RELA;RELB;RFC2;RNF114;RPL6;SFT2D1;SIN3A;SMAD1;SMAD4;SNAI2;SOX4;SRP9;SSRP1;STAT1;STAT3;STAT5A;TAGLN2;TBL1XR1;TEAD1;TEAD4;THOC2;TRIM28;UBB;UBE2V1;UBXN1;UTP18;VPS4B;VPS72;WRNIP1;YWHAE;YWHAZ;ZBTB33;ZBTB4;ZBTB44;ZDHHC24;ZFX;ZHX1;ZNF189;ZNF217;ZNF280D;ZNF317;ZNF33B;ZNF496;ZNF524;ZNF581;ZNF800,121,exp-coregnet_pan-tool-coregnet
e3e06c3068e2,RPL6,ABCF2;AKR1A1;ASCC1;BCL3;BCL6;CEBPB;CEBPD;DUSP22;EEF1D;ELF3;ELK3;ETS2;EZR;FOSB;FOSL2;GLIS2;HCLS1;HMGB3;HNRNPA1;ID2;JUNB;KDM5D;KLF10;KLF13;MAFB;MBD2;NFE2L2;NFIC;NME1;NONO;NR4A1;RAN;RPL6;SMARCA1;SOX4;SPI1;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;UBE2V1;VEZF1;VPS72;YWHAZ,48,exp-coregnet_pan-tool-coregnet
9fff5c5828d7,RPL7,ADNP2;AHCTF1;APEX1;ASH2L;AVEN;BCL6;BDP1;CEBPB;CEBPD;CERS2;CREBL2;CSNK2B;CTCF;CYB5R1;DAB2;DNAJC21;DUSP22;ECSIT;EEF1D;ELF2;ELF3;ELK1;FOSL2;GABPA;GPBP1L1;GRHPR;GTF2A2;GTF2F1;HCLS1;HMGB3;HNRNPA1;HNRNPC;HNRNPLL;HNRNPUL1;HTATIP2;IRF2;JUNB;KLF5;MAFB;MAPK1;MBD2;MED30;MLLT10;MLX;MXI1;NFE2L1;NFE2L2;NFKB2;NFX1;NONO;NR1H2;NR4A1;NUP133;PDS5A;PRDM4;PROX1;PSMA6;RAB14;RAN;RBAK;RBM22;RBM3;RBM7;RELA;RFXANK;RNF114;RPL6;RPS10;SFT2D1;SIN3A;SMAD4;SNAI2;SOX4;SPI1;SSRP1;STAT1;STAT3;STAT5A;STAT6;STUB1;TAF1;TBL1XR1;TEAD4;TRIM28;TRIP10;TSNAX;UBB;UBE2V1;VPS4B;VPS72;WRNIP1;YWHAE;YWHAZ;ZBTB4;ZDHHC5;ZNF189;ZNF195;ZNF317;ZNF468;ZNF524;ZNF581;ZNF800;ZXDB,103,exp-coregnet_pan-tool-coregnet
67fdd7ce7a67,RPL7A,AKR1A1;ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;CIC;CREM;DAZAP1;DUSP22;ECSIT;EEF1D;ELF3;ELK3;ENO1;ETS2;EZR;FIZ1;FOSB;FOSL2;HCLS1;HIF1A;HMGB3;HNRNPA1;HSF1;ID1;IRF1;JUNB;KDM5D;LRRFIP1;LSM6;MBD2;MLX;NCOA3;NFE2L2;NFIC;NFIL3;NFKB2;NR4A1;ODC1;PHF2;PUM3;RAN;RBM42;RBM7;RELB;RPL35;RPL6;RPS10;SFT2D1;SOX18;SOX4;SPI1;STAT1;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;VPS72;YWHAZ;ZNF217;ZNF384;ZNF598;ZNF672,68,exp-coregnet_pan-tool-coregnet
354bb07f606f,RPL8,AKR1A1;APEX1;ARID5A;ASCC1;BCL3;BCL6;BHLHA15;CEBPD;DUSP22;ECSIT;EEF1D;ELF3;ENO1;ETS2;EZR;FOSB;FOSL2;GLIS2;HCLS1;HNRNPA1;HSF1;ID2;IRF1;IRF7;JUNB;KDM5D;KLF13;MDM2;MLX;MLXIP;NFE2L2;NFIC;NFKB2;NONO;NR4A1;ODC1;RELB;RFXANK;RPL35;RPL6;RPS10;SOX18;SOX4;SPI1;SSRP1;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;TRIB3;TRIM28;TRIP10;UBB;XBP1;YWHAZ;ZNF195;ZNF524,58,exp-coregnet_pan-tool-coregnet
6eb1e5116eb1,RPL9,AHR;APEX1;AVEN;BCL3;BCL6;CEBPD;CHURC1;DUSP22;EDN1;ELF3;ENO1;ETS2;EZR;FOSL2;HCLS1;HIF1A;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KLF3;KLF5;MAGOH;MBD2;MRPL1;NAP1L1;NFE2L2;NFYB;NMI;NONO;NR4A1;NUP133;PDS5A;PQBP1;PSMC2;RAN;RBM7;RELB;RFC2;RPL6;SFT2D1;SIN3A;SMARCA5;SNAI2;SPI1;STAT1;STAT3;STAT5A;TAGLN2;TBL1XR1;TEAD4;TGIF1;TRIB2;TRIM21;TRIM28;UBB;UBE2V1;UBXN1;VPS4B;YWHAZ;ZBTB4;ZCCHC14;ZNF524;ZNF710,65,exp-coregnet_pan-tool-coregnet
e2e4297d3238,RPLP0,ANXA11;APEX1;ARID5A;ASCC1;BCL3;BCL6;CEBPD;CERS2;CIC;ELF3;ENO1;ETS2;FOSL2;HNRNPA1;ID2;IRF1;JUNB;KDM5D;KLF10;KLF13;NFE2L2;NFIC;NFIL3;NMI;ODC1;RELB;RPL6;SSRP1;STAT3;TAGLN2;TEAD4;TRIB2;UBB;XBP1;YWHAZ,35,exp-coregnet_pan-tool-coregnet
a62620d0e9ff,RPLP1,ANXA11;ARID5A;BCL3;BCL6;CEBPB;CEBPD;CERS2;CSNK2B;DUSP22;ECSIT;EDN1;EEF1D;ELF3;ENO1;ESRRA;ETS2;EZR;FOSL2;FOXK2;GLIS2;GTPBP6;HMGB3;HNRNPA1;IRF1;JUNB;LSM6;MAFB;NFE2L2;NFIL3;NFKB2;NR4A1;PHLDA2;PKM;RBPJL;RELB;RPL35;RPL6;RPS10;SCMH1;SFT2D1;SOX4;SPI1;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;UBB;UBXN1;YWHAZ;ZNF195;ZNF37A,53,exp-coregnet_pan-tool-coregnet
5152fcbe1e2c,RPLP2,AKR1A1;APEX1;ARID5A;ASCC1;BCL3;BCL6;BHLHA15;CBX7;CEBPD;CPSF4;CSNK2B;CYB5R1;DUSP22;ECSIT;EDN1;EEF1D;ELF3;ENO1;ETS2;FOSL2;FOXK2;GTF2F1;GTF3C2;GTPBP6;HCLS1;HDAC3;HEYL;HIF1A;HIF3A;HNRNPA1;HSF1;ID2;IRF1;JUNB;KDM5D;KLF13;KLF15;KLF5;MBD2;MLX;NELFB;NFE2L2;NFIC;NFIL3;NFKB2;ODC1;POU5F1;PQBP1;RAB7A;RAN;RBPJL;RELB;RPL35;RPL6;RPS10;RPS4X;SCMH1;SND1;SOX4;SP2;SPAG7;STAT3;STAT5A;STUB1;TAF9;TAGLN2;TEAD4;TERF2;TFCP2L1;TRIB2;TRIM28;UBXN1;WRNIP1;YWHAZ;ZBTB16;ZDHHC24;ZNF189;ZNF32;ZNF33B,79,exp-coregnet_pan-tool-coregnet
7b462abc43b9,RPS10,AKR1A1;ANXA11;ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;DUSP22;ECSIT;EEF1D;ELF3;ELK3;ENO1;ESRRA;ETS2;FIZ1;FOSB;FOSL2;GLIS2;GTPBP6;HCLS1;HEYL;HNRNPA1;ID1;ID2;IRF1;JUNB;KDM5D;MDM2;MLXIP;NFIC;NFKB2;NR4A1;ODC1;POLD2;PQBP1;RBPJL;RELA;RELB;RFXANK;RPL35;RPL6;RPS10;SOX18;SOX4;SPI1;SRF;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;TRIP10;TRMT1;UBB;YWHAZ;ZNF189;ZNF384;ZNF710,61,exp-coregnet_pan-tool-coregnet
b6c02cb3b0e6,RPS11,ASCC1;BCL3;BCL6;CEBPB;CEBPD;CREB3L1;DUSP22;ECSIT;EDN1;EEF1D;EGR1;ELF3;ELK3;ENO1;EPAS1;ETS2;EZR;FOSB;FOSL2;FOXK2;GLIS2;GTPBP6;HCLS1;HNRNPA1;ID1;ID2;IRF1;IRF7;JUNB;KDM5D;KLF5;KLF6;KMT2A;LSM6;MAFB;MDM2;NFE2L2;NFKB2;NMI;NR4A1;PHF2;RELB;RPL35;RPL6;RPS10;SNAI1;SOX18;SOX4;SPI1;SRF;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;TRIP10;TRMT1;UBB;YWHAZ,61,exp-coregnet_pan-tool-coregnet
eb5d94ded0dd,RPS12,AHR;AKR1A1;APEX1;ARID5A;BCL3;BCL6;CEBPD;CIC;EDN1;EEF1D;ELF3;ENO1;ERF;ETS2;EZR;FOSL2;HCLS1;HIF1A;HMGB3;HNRNPA1;IRF1;IRF9;JUNB;KDM5D;MAFG;MBD2;MYCL;NFE2L2;NFKB2;NR4A1;ODC1;PRNP;PUM3;RAN;RBM7;RBMS1;RELB;RPL35;RPL6;RPS10;RUFY3;SFT2D1;SOX4;STAT3;STAT6;TAGLN2;TP53;TRAF4;TRIB2;TRIM69;YWHAZ;ZNF189;ZNF217,53,exp-coregnet_pan-tool-coregnet
1c4f677cdcfe,RPS13,ACAA1;AKR1A1;APEX1;ARID5A;AVEN;BCL6;BDP1;BHLHA15;CD59;CEBPB;CERS2;CSNK2B;CTCF;CYB5R1;DNAJC21;ECSIT;EDN1;EEF1D;ELF3;ENO1;FOSL2;GADD45A;GRHPR;GTF2F1;HCFC2;HCLS1;HMGB3;HNRNPA1;HNRNPC;HNRNPLL;HTATIP2;ID2;IRF1;JRK;JUNB;KDM4A;KLF5;LSM6;MAGOH;MAPK1;MBD2;METTL14;MRPL1;MSC;MTHFD1;NFE2L1;NFE2L2;NFKB2;NFYB;NMI;NONO;NR4A1;ODC1;PDS5A;PSMC2;RIOK2;RNF114;RPL6;RPS10;SFT2D1;SIN3A;SMAD1;SOX4;SPI1;STAT1;STAT3;STAT5A;STAT6;STUB1;TAGLN2;TEAD4;TGIF1;TRIB2;TRIM21;TRIM28;UBB;UBE2V1;UBXN1;UTP18;VPS72;WRNIP1;YBX1;YWHAZ;ZHX1;ZNF189;ZNF524;ZNF581;ZXDB,88,exp-coregnet_pan-tool-coregnet
c3e930ba0e29,RPS14,AHCTF1;ASCC1;BCL3;BCL6;BCLAF1;BHLHA15;CBFB;CEBPD;CREB3L1;CSNK2B;ELF3;EPAS1;ETS2;FOSL2;FOXK2;HEYL;HIF1A;HMGB3;HNRNPA1;IRF1;JUNB;KLF3;KLF5;LARP1;MDM2;NFE2L2;NFIC;NFIL3;PQBP1;PRNP;RAB18;RBMS1;RBPJL;RPS10;SOX4;STAT3;STUB1;TAGLN2;TRIB2;TRIP10;UBB;UBE2V1;YWHAZ;ZNF189;ZNF217;ZNF343;ZNF496;ZNF581;ZXDB,49,exp-coregnet_pan-tool-coregnet
786056c01fef,RPS15,ARID5A;ATF3;BCL3;BCL6;CEBPB;CEBPD;CIC;DUSP22;ECSIT;EDN1;ELF3;ETS2;FOSB;FOSL2;GLIS2;HMGA1;IRF1;IRF7;IRF9;JUNB;MAFF;MAFG;NFE2L2;NFKB2;NR4A1;PQBP1;RARA;RELA;RELB;RPL35;RPS10;SRF;STAT3;STAT6;TAGLN2;TEAD2;TEAD3;TGIF1;TRIB2;TRIP10;TRMT1;ZNF524;ZNF672;ZNF764,44,exp-coregnet_pan-tool-coregnet
c7609a132b3b,RPS16,ANXA11;ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;CIC;DUSP22;ECSIT;EEF1D;ELF3;ENO1;ETS2;FOSL2;GLIS2;HIF1A;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KDM5D;LRRFIP1;MDM2;NFE2L2;NFIC;RAN;RELA;RELB;STAT3;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;YWHAZ;ZNF217,38,exp-coregnet_pan-tool-coregnet
4c876e3f7c1e,RPS17,AKR1A1;APEX1;ARID5A;BCL3;BCL6;CEBPB;CEBPD;CIC;CREB3L1;CYB5R1;DNTTIP1;DUSP22;EDN1;EEF1D;ELF3;ENO1;ETS2;ETV4;EZR;FOSL2;FOXJ3;FOXK2;GPBP1L1;GTPBP1;HCLS1;HIF1A;HMGB3;HNRNPA1;IRF1;IRF7;JUNB;KDM4B;KLF16;MAFF;MAFG;MLXIP;MYC;MYCL;NFE2L2;NFIC;NFKB2;ODC1;PQBP1;RAN;RBM42;RELB;RPL35;RPL6;RPS10;RUFY3;SETDB1;SFT2D1;SOX18;SOX4;STAT3;STAT6;TAGLN2;TCF3;TEAD2;TRAF4;TRIB2;TRIM28;TRIP10;VEZF1;YWHAZ;ZNF217;ZNF3;ZNF343;ZNF354B;ZNF496;ZNF510;ZNF550;ZNF581;ZNF598;ZNF764;ZNF787,76,exp-coregnet_pan-tool-coregnet
a02b76d86a39,RPS18,APEX1;ASCC1;BCL3;BCL6;CEBPD;DUSP22;EDN1;EEF1D;ELF3;ELK3;ENO1;EPAS1;ETS2;EZR;FOSB;FOSL2;GLIS2;HCLS1;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KDM5D;MBD2;NFE2L2;NFIC;NFIL3;NFKB2;NMI;NR4A1;RAN;RBPJL;RELB;RPL35;RPL6;RPS10;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;YWHAZ,45,exp-coregnet_pan-tool-coregnet
abb34403ba9b,RPS19,AKR1A1;ANXA11;ARID5A;BCL3;BCL6;BHLHE40;CEBPB;CEBPD;CENPB;CIC;DUSP22;ECSIT;EDN1;ELF3;ETS2;ETV4;FOSB;FOSL2;GLIS2;GTF2F1;HCLS1;HES6;HMGA1;IRF1;IRF9;JUNB;MSC;NFE2L2;NFIL3;NFKB2;ODC1;PRDX5;RARA;RELB;RFC2;RPL35;RPL6;RPS10;SOX18;SPI1;SRF;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;TRIM69;TRIP10;UBXN1;YWHAZ;ZNF189;ZNF524;ZNF672,54,exp-coregnet_pan-tool-coregnet
0f4a4691a891,RPS2,ABCF2;AHR;AKR1A1;APEX1;ARID5A;ASCC1;AVEN;BCL3;BCL6;BRF2;CEBPB;CEBPD;DNTTIP1;ECSIT;EEF1D;ELF3;ENO1;ETS2;FOSB;FOSL2;GTF2F1;HCLS1;HIF1A;HMGB2;HNRNPA1;HNRNPC;HNRNPUL1;HTATIP2;IRF1;IRF9;JUNB;KLF10;MTHFD1;NFE2L2;NFIL3;NR4A1;NUCB1;ODC1;PROX1;PSMA6;PSMC2;RAN;RPL35;RPL6;RPS10;RPS4X;SNAI2;SND1;SOX4;SPI1;SSRP1;STAT3;STAT5A;TAF9;TEAD4;THAP1;TOB2;TRIM28;TRIM69;UGP2;YWHAZ;ZNF189;ZNF524;ZNF581;ZNF691,65,exp-coregnet_pan-tool-coregnet
a919849b0864,RPS21,AKR1A1;APEX1;ARID5A;ASCC1;BCL3;BCL6;CBFB;CEBPD;CERS2;CPSF4;DUSP22;ECSIT;EEF1D;ELF3;ENO1;EPAS1;ETS2;EZR;FOSL2;GTPBP6;HCLS1;HIF1A;HMGB3;HNRNPA1;HSF1;ID1;ID2;IRF1;JUNB;KDM5D;KLF5;LRRFIP1;MBD2;NFIC;NFKB2;NMI;NR4A1;PRDX5;RAN;RELA;RELB;RPL35;RPL6;RPS10;SMAD1;SOX18;SOX4;SOX9;SP2;SPI1;STAT3;TAGLN2;TRIB2;TRIM28;TRIP10;UBB;YWHAZ;ZNF217,58,exp-coregnet_pan-tool-coregnet
e9c738d941c9,RPS24,ASCC1;BCL6;CEBPD;DUSP22;EEF1D;ELF3;ELK3;EPAS1;ETS2;FOSB;FOSL2;HCLS1;HDAC1;HNRNPA1;ID2;JUNB;KDM5D;KLF5;MBD2;MDM2;NCOA3;NFE2L2;NFIC;NME1;NR4A1;ODC1;RPL6;RPS10;SOX18;SOX4;SPI1;STAT3;TAGLN2;TEAD4;TRIB2;UBB;VEZF1;VPS72;YWHAZ;ZNF189;ZNF195;ZNF217,42,exp-coregnet_pan-tool-coregnet
83c9c4e292ca,RPS25,ASCC1;BCL3;BCL6;CEBPD;DGCR8;EBF4;ECSIT;EDN1;EEF1D;ELF3;ENO1;ESRRA;ETS2;FOSB;FOSL2;GLIS2;GTPBP6;HMGB3;HNRNPA1;ID2;IRF1;IRF7;IRF9;JUNB;KDM5D;LSM6;MAGOH;MAZ;MDM2;MRPL1;NAP1L1;NFE2L2;NR4A1;PQBP1;RBM8A;RELB;RPL6;RPS10;SCMH1;SFT2D1;SOX4;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;TRIP10;UBB;UBXN1;VPS72;YWHAZ;ZBTB16;ZNF195;ZNF213;ZNF22;ZNF32;ZNF384;ZNF510;ZNF524,61,exp-coregnet_pan-tool-coregnet
1e2e9fc1db06,RPS26,ATF3;BCL3;BCL6;BHLHE40;CEBPD;CREB3L1;EGR1;ELF3;ETS2;FOS;FOSB;FOSL2;IRF7;JUNB;KDM5D;MSC;MYC;MYCL;NR4A1;TRIB2;UBB,21,exp-coregnet_pan-tool-coregnet
68401d408934,RPS27,ASCC1;BCL3;BCL6;CEBPD;CIC;DUSP22;ECSIT;EDN1;ELF3;ENO1;ETS2;FOSL2;GLIS2;HCLS1;HIF1A;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KDM5D;LRRFIP1;NFIL3;NMI;PKM;RAN;RELB;RUFY3;SOX4;STAT3;STAT5A;TAGLN2;TEAD3;TFE3;TRIB2;TRIP10;UBB;YWHAZ;ZNF217,39,exp-coregnet_pan-tool-coregnet
a4ea47619424,RPS27A,AKR1A1;ARID5A;ASCC1;BCL3;BCL6;CBFB;CEBPB;CEBPD;CERS2;CIC;DUSP22;ECSIT;EEF1D;ELF3;ENO1;EPAS1;ESRRA;ETS2;EZR;FOSL2;FOXK2;HDAC3;HNRNPA1;HSF1;ID2;IRF1;JUNB;LRRFIP1;MAFG;MLX;MLXIP;NFE2L2;NFIC;NFKB2;NR4A1;ODC1;RELA;RELB;RPL35;RPL6;RPS10;STAT3;TAGLN2;TEAD2;TEAD4;TRIP10;UBB;YWHAZ;ZNF195,49,exp-coregnet_pan-tool-coregnet
